starter,seed,site,lesson,won,seconds,casts,energy_spent,own_rank,foe_rank,locked_casts,reason,own_hp,foe_hp,own_control,foe_control,keeper_calls,damage_taken
16,24001116,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001116,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001116,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001116,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001116,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001116,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001116,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001116,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001116,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001116,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001116,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001116,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001216,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001216,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001216,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001216,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001216,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001216,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001216,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001216,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001216,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001216,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001216,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001216,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001216,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001216,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001216,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001316,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001316,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001316,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001316,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001316,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001316,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001316,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001316,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001316,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001316,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001316,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001316,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001316,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001316,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001316,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001416,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001416,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001416,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001416,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001416,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001416,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001416,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001416,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001416,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001416,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001416,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001416,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001416,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001416,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001416,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001516,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001516,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001516,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001516,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001516,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001516,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001516,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001516,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001516,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001516,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001516,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001516,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001516,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001516,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001516,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001616,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001616,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001616,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001616,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001616,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001616,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001616,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001616,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001616,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001616,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001616,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001616,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001616,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001616,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001616,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001716,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001716,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001716,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001716,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001716,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001716,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001716,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001716,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001716,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001716,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001716,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001716,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001716,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001716,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001716,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001816,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001816,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001816,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001816,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001816,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001816,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001816,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001816,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001816,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001816,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001816,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001816,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001816,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001816,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001816,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24001916,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24001916,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24001916,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24001916,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24001916,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001916,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001916,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001916,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24001916,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24001916,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001916,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24001916,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001916,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001916,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24001916,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24002016,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24002016,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24002016,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24002016,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24002016,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002016,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002016,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002016,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002016,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24002016,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002016,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002016,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002016,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002016,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002016,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24002116,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24002116,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24002116,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24002116,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24002116,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002116,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002116,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002116,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002116,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24002116,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002116,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002116,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002116,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002116,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002116,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24002216,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24002216,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24002216,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24002216,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24002216,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002216,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002216,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002216,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002216,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24002216,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002216,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002216,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002216,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002216,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002216,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
16,24002316,3,1,1,28.2333,13,2210,1,1,0,1,27,0,0,0,0,126
16,24002316,3,2,1,20.3,10,1700,1,1,0,1,69,0,0,0,0,84
16,24002316,3,3,1,28.4333,13,2210,1,1,0,1,87,0,0,0,0,28
16,24002316,3,4,1,17.5333,9,1530,1,1,0,1,87,0,0,0,0,28
16,24002316,6,1,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002316,6,2,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002316,6,3,1,30.9667,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002316,6,4,1,30.9,14,2380,1,1,0,1,89,0,0,0,0,64
16,24002316,9,1,1,20.8667,10,1840,2,2,0,1,69,0,0,37,0,84
16,24002316,9,2,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002316,9,3,1,21,10,1840,2,2,0,1,69,0,0,39,0,84
16,24002316,12,1,1,26.4333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002316,12,2,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002316,12,3,1,26.5333,12,2180,2,2,0,1,115,0,0,0,0,0
16,24002316,16,0,1,26.0667,12,2180,2,2,0,1,89,0,0,0,0,64
6,24000006,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000006,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000006,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000006,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000006,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000006,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000006,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000006,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000006,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000006,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000006,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000006,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000006,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000006,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000006,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000106,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000106,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000106,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000106,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000106,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000106,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000106,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000106,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000106,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000106,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000106,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000106,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000106,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000106,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000106,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000206,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000206,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000206,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000206,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000206,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000206,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000206,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000206,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000206,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000206,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000206,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000206,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000206,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000206,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000206,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000306,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000306,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000306,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000306,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000306,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000306,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000306,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000306,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000306,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000306,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000306,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000306,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000306,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000306,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000306,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000406,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000406,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000406,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000406,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000406,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000406,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000406,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000406,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000406,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000406,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000406,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000406,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000406,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000406,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000406,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000506,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000506,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000506,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000506,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000506,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000506,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000506,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000506,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000506,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000506,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000506,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000506,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000506,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000506,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000506,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000606,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000606,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000606,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000606,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000606,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000606,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000606,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000606,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000606,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000606,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000606,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000606,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000606,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000606,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000606,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000706,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000706,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000706,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000706,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000706,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000706,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000706,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000706,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000706,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000706,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000706,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000706,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000706,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000706,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000706,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000806,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000806,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000806,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000806,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000806,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000806,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000806,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000806,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000806,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
6,24000806,9,2,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000806,9,3,1,11.3333,7,1190,2,2,0,1,89,0,0,30,0,42
6,24000806,12,1,1,14,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000806,12,2,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000806,12,3,1,14.1333,8,1360,2,2,0,1,131,0,0,0,0,0
6,24000806,16,0,1,13.7,8,1360,2,2,0,1,99,0,0,0,0,32
6,24000906,3,1,1,12.1667,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000906,3,2,1,12.2,7,1190,1,1,0,1,89,0,0,0,0,42
6,24000906,3,3,1,17.7,9,1530,1,1,0,1,103,0,0,0,0,28
6,24000906,3,4,1,17.5333,9,1530,1,1,0,1,75,0,0,0,0,56
6,24000906,6,1,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000906,6,2,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000906,6,3,1,14.8667,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000906,6,4,1,14.8,8,1360,1,1,0,1,115,0,0,0,0,16
6,24000906,9,1,1,11.1333,7,1190,2,2,0,1,104,0,0,47,0,70
